event_id,user_id,event_type,timestamp,schema_version,amount,currency,tax,page,refers_to_event_id,acquisition_channel
e1565,u0393,purchase,2026-01-04T20:02:00Z,2,20.99,USD,,,,
e1680,u0199,login,2026-01-04T12:02:09Z,1,,,,,,
e4549,u0128,login,2026-01-10T03:48:35Z,2,,,,,,
e8516,u0482,purchase,2026-01-18T03:25:00Z,2,19.99,EUR,,,,
e10427,u0462,login,2026-01-23T23:13:47Z,2,,,,,,
e13013,u0216,login,2026-01-28T02:33:07Z,2,,,,,,
e2652,u0389,page_view,2026-01-06T09:40:39Z,2,,,,/home,,
e3354,u0049,login,2026-01-07T04:10:19Z,1,,,,,,
e12146,u0234,page_view,2026-01-27T04:39:05Z,2,,,,/settings,,
e579,u0050,login,2026-01-02T02:52:39Z,2,,,,,,
e1199,u0096,login,2026-01-03 20:15:33,2,,,,,,
e11178,u0182,login,2026-01-25 23:44:38,1,,,,,,
e2724,u0321,login,2026-01-06T15:38:43Z,2,,,,,,
e3629,u0266,login,2026-01-08T00:37:49Z,1,,,,,,
e797,u0130,page_view,2026-01-02T01:54:59Z,2,,,,/dashboard,,
e13173,u0470,page_view,2026-01-29T19:45:05Z,2,,,,/home,,
e1720,u0037,page_view,2026-01-04T14:19:57Z,2,,,,/checkout,,
e10226,u0241,login,2026-01-22T11:12:29Z,2,,,,,,
e4134,u0455,login,2026-01-09T14:25:10Z,2,,,,,,
e13006,u0097,page_view,2026-01-28T07:20:21Z,2,,,,/checkout,,
e1061,u0265,login,2026-01-03 03:53:23,1,,,,,,
e4716,u0349,refund,2026-01-11T11:58:00Z,2,99.0,USD,,,e4715,
e10162,u0174,page_view,2026-01-22T12:34:18Z,2,,,,/dashboard,,
e751,u0040,login,2026-01-02T14:40:58Z,2,,,,,,
e1828,u0254,login,2026-01-05T01:18:23Z,2,,,,,,
e3517,u0433,login,2026-01-08T11:31:52Z,2,,,,,,
e8632,u0309,login,2026-01-18T19:02:38Z,2,,,,,,
e8862,u0431,login,2026-01-18 07:30:13,1,,,,,,
e1899,u0021,page_view,2026-01-05T10:13:51Z,2,,,,/settings,,
e5567,u0461,page_view,2026-01-12T09:07:50Z,2,,,,/pricing,,
e11866,u0282,page_view,2026-01-26T05:29:21Z,2,,,,/pricing,,
e348,u0476,login,2026-01-01T00:49:30Z,1,,,,,,
e13036,u0367,login,2026-01-28T20:24:13Z,1,,,,,,
e12141,u0477,login,2026-01-27T05:58:09Z,2,,,,,,
e1235,u0194,login,2026-01-03T19:30:42Z,2,,,,,,
e5815,u0339,login,2026-01-13T06:07:15Z,2,,,,,,
e1085,u0259,login,2026-01-03T01:41:24Z,2,,,,,,
e6587,u0278,page_view,2026-01-14T20:45:37Z,2,,,,/home,,
e2922,u0001,login,2026-01-07T15:26:57Z,2,,,,,,
e8485,u0446,login,2026-01-18T18:04:25Z,2,,,,,,
e11384,u0149,login,2026-01-25T22:45:47Z,1,,,,,,
e11948,u0393,login,2026-01-26T14:07:44Z,2,,,,,,
e4712,u0349,login,2026-01-10 10:48:31,1,,,,,,
e8927,u0111,login,2026-01-19 17:11:11,2,,,,,,
e117,u0112,login,2026-01-01T17:57:21Z,2,,,,,,
e7955,u0005,login,2026-01-17 11:29:54,2,,,,,,
e11593,u0316,page_view,2026-01-26T09:18:12Z,2,,,,/settings,,
e6940,u0112,login,2026-01-15T11:37:45Z,2,,,,,,
e10866,u0455,login,2026-01-24T23:14:27Z,2,,,,,,
e12435,u0195,login,2026-01-27T20:33:36Z,1,,,,,,
e9531,u0192,login,2026-01-20T23:14:41Z,2,,,,,,
e13627,u0180,login,2026-01-30T14:23:15Z,2,,,,,,
e1137,u0485,page_view,2026-01-03T04:35:47Z,2,,,,/settings,,
e8127,u0196,page_view,2026-01-17T01:46:04Z,2,,,,/home,,
e14031,u0494,page_view,2026-01-30T05:20:36Z,2,,,,/dashboard,,
e2679,u0067,login,2026-01-06 19:08:00,1,,,,,,
e4934,u0414,login,2026-01-11 14:02:58,1,,,,,,
e5780,u0468,page_view,2026-01-13T18:39:39Z,2,,,,/settings,,
e11867,u0034,login,2026-01-26 05:19:59,2,,,,,,
e9554,u0457,login,2026-01-20T00:21:43Z,2,,,,,,
e1948,u0103,login,2026-01-05T16:51:31Z,2,,,,,,
e9551,u0386,login,2026-01-20 05:31:31,2,,,,,,
e12652,u0446,login,2026-01-28T19:47:26Z,1,,,,,,
e2220,u0227,login,2026-01-05T14:49:12Z,1,,,,,,
e11724,u0070,login,2026-01-26T18:24:58Z,2,,,,,,
e1561,u0393,login,2026-01-04 16:33:36,2,,,,,,
e10242,u0367,page_view,2026-01-22T04:04:42Z,2,,,,/checkout,,
e9748,u0383,page_view,2026-01-21T06:14:32Z,2,,,,/settings,,
e5730,u0063,login,2026-01-12T16:34:20Z,2,,,,,,
e2415,u0121,page_view,2026-01-06T22:27:38Z,2,,,,/dashboard,,
e3509,u0487,page_view,2026-01-08T08:18:30Z,2,,,,/home,,
e9631,u0041,login,2026-01-21T21:46:45Z,2,,,,,,
e11568,u0431,page_view,2026-01-26T03:51:28Z,2,,,,/checkout,,
e6618,u0316,login,2026-01-14T06:21:59Z,2,,,,,,
e330,u0251,login,2026-01-01 20:43:30,2,,,,,,
e44,u0377,page_view,2026-01-01T22:51:07Z,2,,,,/dashboard,,
e9063,u0382,login,2026-01-19T21:52:46Z,2,,,,,,
e655,u0459,login,2026-01-02T14:21:50Z,2,,,,,,
e8963,u0064,login,2026-01-19T17:20:55Z,2,,,,,,
e9801,u0107,login,2026-01-21 03:45:27,1,,,,,,
e1790,u0343,login,2026-01-05T07:15:03Z,2,,,,,,
e13114,u0102,page_view,2026-01-29T00:27:18Z,2,,,,/checkout,,
e13467,u0106,page_view,2026-01-29T05:02:49Z,2,,,,/settings,,
e7537,u0031,login,2026-01-16T12:09:37Z,2,,,,,,
e9449,u0345,login,2026-01-20T00:03:16Z,2,,,,,,
e12978,u0311,page_view,2026-01-28T05:43:16Z,2,,,,/dashboard,,
e3941,u0310,login,2026-01-09T13:40:08Z,2,,,,,,
e13070,u0309,login,2026-01-29 01:14:10,1,,,,,,
e4396,u0331,page_view,2026-01-10T18:46:03Z,2,,,,/dashboard,,
e7207,u0398,login,2026-01-15T07:21:34Z,2,,,,,,
e5092,u0280,login,2026-01-11T00:00:42Z,2,,,,,,
e5548,u0405,login,2026-01-12T21:51:21Z,2,,,,,,
e6276,u0189,login,2026-01-14T05:43:58Z,2,,,,,,
e199,u0495,page_view,2026-01-01T10:43:44Z,2,,,,/pricing,,
e6133,u0186,page_view,2026-01-13T07:43:59Z,2,,,,/checkout,,
e12451,u0048,login,2026-01-27T10:54:13Z,2,,,,,,
e9010,u0008,page_view,2026-01-19T21:24:23Z,2,,,,/home,,
e8271,u0093,login,2026-01-17T15:48:07Z,1,,,,,,
e3147,u0454,login,2026-01-07T18:56:45Z,2,,,,,,
e1958,u0199,login,2026-01-05T12:29:45Z,2,,,,,,
e11335,u0251,login,2026-01-25T02:46:02Z,2,,,,,,
e8799,u0214,refund,2026-01-20T06:17:00Z,2,9.99,USD,0.5,,e8798,
e12135,u0068,login,2026-01-27T21:01:11Z,2,,,,,,
e11001,u0113,login,2026-01-24T16:15:17Z,1,,,,,,
e11982,u0108,login,2026-01-26T03:48:27Z,2,,,,,,
e4338,u0107,login,2026-01-10T17:23:40Z,1,,,,,,
e13414,u0427,login,2026-01-29T12:47:39Z,1,,,,,,
e13637,u0323,login,2026-01-30T12:32:38Z,2,,,,,,
e6323,u0121,page_view,2026-01-14T00:21:36Z,2,,,,/dashboard,,
e8708,u0342,login,2026-01-18T19:53:42Z,2,,,,,,
e7617,u0497,page_view,2026-01-16T05:11:34Z,2,,,,/home,,
e5348,u0394,login,2026-01-12T13:36:20Z,2,,,,,,
e9234,u0250,login,2026-01-20 19:02:29,2,,,,,,
e6105,u0312,login,2026-01-13T11:53:46Z,2,,,,,,
e9877,u0482,login,2026-01-21T14:02:40Z,1,,,,,,
e1571,u0178,login,2026-01-04 13:41:01,1,,,,,,
e6374,u0381,login,2026-01-14T13:55:25Z,2,,,,,,
e8991,u0047,page_view,2026-01-19T16:39:14Z,2,,,,/pricing,,
e13046,u0430,login,2026-01-28T09:56:33Z,2,,,,,,
e13854,u0363,login,2026-01-30T07:11:41Z,2,,,,,,
e13896,u0296,purchase,2026-01-30T20:09:00Z,1,19.98,,,,,
e4738,u0383,login,2026-01-10T00:21:04Z,2,,,,,,
e1006,u0331,login,2026-01-02 22:27:22,2,,,,,,
e4056,u0186,login,2026-01-09T03:25:51Z,2,,,,,,
e8740,u0322,login,2026-01-18T22:31:39Z,2,,,,,,
e6581,u0463,page_view,2026-01-14T23:38:09Z,2,,,,/dashboard,,
e11830,u0388,login,2026-01-26 03:37:43,2,,,,,,
e13231,u0056,login,2026-01-29T07:55:47Z,2,,,,,,
e13914,u0216,page_view,2026-01-30T08:42:07Z,2,,,,/dashboard,,
e9006,u0067,login,2026-01-19 15:13:39,2,,,,,,
e5292,u0467,login,2026-01-12T17:56:03Z,2,,,,,,
e6256,u0002,login,2026-01-14 21:55:37,2,,,,,,
e296,u0371,login,2026-01-01T16:53:35Z,2,,,,,,
e6621,u0281,login,2026-01-14T01:24:41Z,2,,,,,,
e533,u0386,login,2026-01-02T09:23:19Z,1,,,,,,
e9407,u0167,login,2026-01-20T08:15:59Z,2,,,,,,
e2549,u0090,login,2026-01-06 02:55:46,2,,,,,,
e1512,u0263,login,2026-01-04T05:20:29Z,2,,,,,,
e8365,u0150,login,2026-01-18T07:35:46Z,2,,,,,,
e9793,u0398,page_view,2026-01-21T00:22:29Z,2,,,,/checkout,,
e5786,u0411,login,2026-01-13T22:02:47Z,1,,,,,,
e12521,u0438,page_view,2026-01-28T03:03:37Z,2,,,,/home,,
e3579,u0009,login,2026-01-08T22:19:46Z,2,,,,,,
e14101,u0107,login,2026-01-30 14:11:59,1,,,,,,
e4913,u0450,login,2026-01-11T11:36:06Z,1,,,,,,
e9124,u0224,login,2026-01-19T11:06:33Z,2,,,,,,
e10103,u0328,login,2026-01-22T18:09:58Z,2,,,,,,
e2987,u0139,page_view,2026-01-07T10:58:03Z,2,,,,/checkout,,
e12245,u0305,page_view,2026-01-27T23:23:59Z,2,,,,/settings,,
e6549,u0042,login,2026-01-14T14:54:29Z,2,,,,,,
e3324,u0276,page_view,2026-01-07T18:37:10Z,2,,,,/checkout,,
e10067,u0027,purchase,2026-01-22T01:55:00Z,1,99.0,,,,,
e2948,u0450,login,2026-01-07T10:13:25Z,2,,,,,,
e13188,u0107,login,2026-01-29T01:00:25Z,1,,,,,,
e6535,u0085,page_view,2026-01-14T19:13:32Z,2,,,,/pricing,,
e5468,u0386,login,2026-01-12 19:30:12,2,,,,,,
e7756,u0484,page_view,2026-01-16T16:12:28Z,2,,,,/home,,
e13194,u0231,login,2026-01-29T18:57:32Z,2,,,,,,
e3533,u0114,login,2026-01-08 12:25:10,2,,,,,,
e1725,u0394,login,2026-01-04T04:48:59Z,2,,,,,,
e405,u0010,page_view,2026-01-01T13:26:20Z,2,,,,/home,,
e1091,u0324,login,2026-01-03 07:46:52,2,,,,,,
e267,u0178,login,2026-01-01 13:02:02,2,,,,,,
e11308,u0089,login,2026-01-25T06:54:46Z,2,,,,,,
e8049,u0410,login,2026-01-17T17:16:56Z,2,,,,,,
e815,u0059,login,2026-01-02T03:11:55Z,1,,,,,,
e12207,u0001,page_view,2026-01-27T06:29:49Z,2,,,,/dashboard,,
e12389,u0406,purchase,2026-01-27T02:51:00Z,1,99.98,,,,,
e226,u0331,login,2026-01-01T17:53:51Z,2,,,,,,
e121,u0121,login,2026-01-01T03:55:50Z,2,,,,,,
e4375,u0475,login,2026-01-10T14:07:09Z,1,,,,,,
e13522,u0383,login,2026-01-29T23:17:53Z,2,,,,,,
e3036,u0161,page_view,2026-01-07T10:22:07Z,2,,,,/pricing,,
e6931,u0377,login,2026-01-15T19:17:29Z,1,,,,,,
e4021,u0230,login,2026-01-09T12:22:35Z,1,,,,,,
e4992,u0114,page_view,2026-01-11T17:37:23Z,2,,,,/settings,,
e5043,u0001,login,2026-01-11T04:53:17Z,2,,,,,,
e3464,u0418,login,2026-01-08T00:28:39Z,1,,,,,,
e6825,u0044,page_view,2026-01-15T04:02:33Z,2,,,,/home,,
e6588,u0380,login,2026-01-14T15:29:07Z,1,,,,,,
e5731,u0498,login,2026-01-12T20:58:17Z,1,,,,,,
e515,u0084,page_view,2026-01-02T16:21:48Z,2,,,,/pricing,,
e9130,u0090,purchase,2026-01-19T04:35:00Z,2,49.99,NGN,,,,
e7535,u0045,purchase,2026-01-16T23:27:00Z,2,19.99,USD,,,,
e10969,u0153,login,2026-01-24T09:03:03Z,2,,,,,,
e9314,u0485,login,2026-01-20 09:13:16,1,,,,,,
e1382,u0441,page_view,2026-01-03T13:30:21Z,2,,,,/dashboard,,
e11705,u0060,page_view,2026-01-26T02:24:20Z,2,,,,/settings,,
e1234,u0194,login,2026-01-03 23:07:54,2,,,,,,
e6094,u0082,login,2026-01-13T13:54:55Z,2,,,,,,
e10773,u0374,login,2026-01-24T09:42:03Z,2,,,,,,
e12722,u0283,login,2026-01-28T21:18:50Z,1,,,,,,
e7520,u0479,page_view,2026-01-16T00:04:05Z,2,,,,/dashboard,,
e29,u0378,login,2026-01-01T16:02:20Z,1,,,,,,
e78,u0373,page_view,2026-01-01T17:33:41Z,2,,,,/home,,
e9454,u0442,login,2026-01-20T20:01:59Z,2,,,,,,
e12518,u0480,login,2026-01-28T16:30:07Z,2,,,,,,
e1716,u0274,page_view,2026-01-04T16:13:15Z,2,,,,/pricing,,
e5987,u0482,login,2026-01-13T00:47:31Z,2,,,,,,
e1898,u0021,login,2026-01-05T22:18:12Z,2,,,,,,
e9843,u0247,login,2026-01-21T20:17:42Z,2,,,,,,
e11231,u0013,login,2026-01-25T00:55:12Z,2,,,,,,
e6986,u0251,login,2026-01-15T02:27:58Z,2,,,,,,
e3998,u0107,purchase,2026-01-09T11:51:00Z,2,9.99,NGN,,,,
e8198,u0184,page_view,2026-01-17T01:58:12Z,2,,,,/checkout,,
e10075,u0176,login,2026-01-22 18:33:28,2,,,,,,
e4691,u0213,login,2026-01-10T10:02:18Z,2,,,,,,
e5892,u0001,login,2026-01-13T01:03:27Z,2,,,,,,
e12980,u0461,page_view,2026-01-28T03:48:20Z,2,,,,/dashboard,,
e4239,u0146,login,2026-01-09 03:52:45,2,,,,,,
e8901,u0169,page_view,2026-01-19T19:04:57Z,2,,,,/dashboard,,
e4510,u0473,login,2026-01-10T16:19:49Z,2,,,,,,
e397,u0465,login,2026-01-01T22:54:37Z,2,,,,,,
e6701,u0115,login,2026-01-14T22:41:30Z,2,,,,,,
e7644,u0146,login,2026-01-16T18:07:56Z,2,,,,,,
e4010,u0075,login,2026-01-09T13:22:49Z,2,,,,,,
e484,u0131,login,2026-01-02T14:08:56Z,2,,,,,,
e13341,u0073,login,2026-01-29T15:44:01Z,2,,,,,,
e3104,u0095,login,2026-01-07T11:09:05Z,1,,,,,,
e11633,u0128,login,2026-01-26T00:18:50Z,1,,,,,,
e59,u0243,login,2026-01-01T02:46:24Z,2,,,,,,
e6163,u0350,login,2026-01-13T06:10:56Z,2,,,,,,
e2715,u0442,login,2026-01-06 07:44:25,1,,,,,,
e417,u0123,login,2026-01-01T07:59:27Z,1,,,,,,
e4211,u0180,login,2026-01-09T03:33:12Z,2,,,,,,
e7192,u0028,login,2026-01-15T12:14:51Z,1,,,,,,
e6210,u0365,login,2026-01-13T18:35:14Z,2,,,,,,
e5457,u0019,login,2026-01-12T19:36:24Z,1,,,,,,
e314,u0287,login,2026-01-01T11:25:09Z,2,,,,,,
e216,u0321,login,2026-01-01T15:27:25Z,2,,,,,,
e187,u0191,login,2026-01-01T04:42:28Z,1,,,,,,
e11754,u0008,page_view,2026-01-26T04:53:39Z,2,,,,/pricing,,
e3247,u0371,login,2026-01-07T20:48:14Z,2,,,,,,
e1216,u0431,login,2026-01-03T21:16:50Z,2,,,,,,
e7038,u0335,login,2026-01-15T08:25:36Z,2,,,,,,
e8143,u0456,page_view,2026-01-17T22:27:11Z,2,,,,/settings,,
e12602,u0084,login,2026-01-28T00:50:21Z,2,,,,,,
e6030,u0192,login,2026-01-13T10:04:59Z,2,,,,,,
e12426,u0376,login,2026-01-27T01:56:14Z,2,,,,,,
e1389,u0157,login,2026-01-04T00:10:20Z,2,,,,,,
e1954,u0425,login,2026-01-05T11:01:20Z,2,,,,,,
e5327,u0158,page_view,2026-01-12T21:03:52Z,2,,,,/pricing,,
